artsy_id,artsy_slug,artsy_url,name,type,definition
50f07a16e9a3fe93ee00008d,emphasis-on-linear-perspective,http://artsy.net/gene/emphasis-on-linear-perspective,Emphasis on Linear Perspective,Overall Composition/Structure,"Works in which one-point linear perspective—wherein all aspects of a composition are laid out according to a mathematically derived vanishing point—plays a central part. While various forms existed previously, it was not until the [Renaissance](/gene/renaissance) that one-point linear perspective became a central method of depicting the world. The practice was invented in the early Renaissance by the engineer and architect [Filippo Brunelleschi](/artist/filippo-brunelleschi), and was further discussed in [Leon Battista Alberti](/artist/leon-battista-alberti)'s treatise, _De Pictura_."
4f99d4d440d3cf00010004b3,extreme-angle,http://artsy.net/gene/extreme-angle,Extreme Angle,Overall Composition/Structure,"""_Contradictions of perspective... Points of view impossible to achieve in drawing and painting. Foreshortenings with a strong distortion of the objects, with a crude handling of matter. Moments altogether new, never seen before…"" —[Alexander Rodchenko](/artist/alexander-rodchenko)_

In the 1920s, photographers flaunted the many techniques that lent the camera its unique capacity to capture the modern world. One such technique was particularly striking, turning the world on its head, sometimes literally: the extreme angle. Taken upside-down, from the ground up (what Rodchenko, himself a pioneer of experimental photography, called a ""worm's eye view""), from the sky (aerial views or ""bird's eye views""), tilted (sometimes called the ""Batman angle""), or rotated, photographs can enable us to see the world anew. Such techniques have also been employed—both before and after the advent of photography—by painters, in particular contemporary artists who use photographic source material to show aspects of everyday life from unexpected viewpoints. [Jenny Saville](/artist/jenny-saville), for example, depicts the female figure up-close and from beneath, disorienting the viewer, while [Marilyn Minter](/artist/marilyn-minter) zooms in on individual body parts and accessories from a tilted angle, producing glamorous, off-kilter images with photorealistic precision."
4f0613b2848eb27bc6003b2c,flatness,http://artsy.net/gene/flatness,Flatness,Overall Composition/Structure,"A category for two-dimensional artworks that include flattened figures or objects, or have shallow depth. Particularly since the 19th century, western artists have rejected [hyperrealism](/gene/hyperrealism) and the [Renaissance](/gene/renaissance) ideal of linear perspective in order to emphasize the illusionistic nature of painting (the flatness of the picture plane), or engage with more conceptual, pre-Modern, or non-western modes of expressing human form. Artists like [Edouard Manet](/artist/edouard-manet) and [Mary Cassatt](/artist/mary-cassatt), for example, drew inspiration from Japanese _ukiyo-e_ woodblock prints, often rendering broad fields of uniform color that made figures appear compressed against their backgrounds. Clement Greenberg famously identified flatness as the defining characteristic of modern art; the progress towards non-objective abstraction—from [Courbet](/artist/gustave-courbet) through [Mondrian](/artist/piet-mondrian)—was, for Greenberg, the predominant story of modernism. [Pop Art](/gene/pop-art) heightened the emphasis on flatness in the 1960s, a tendency that continues today in much contemporary art.
"
5238cb9aa09a67af5c00028c,fractal-like-slash-kaleidoscopic,http://artsy.net/gene/fractal-like-slash-kaleidoscopic,Fractal-like / Kaleidoscopic,Overall Composition/Structure,"Artworks with an incredible level of compositional complexity, often achieved through the use of intricate, all-over patterns that disorient or cause the eye to flit about, as with the infinitely repeating patterns of fractals or kaleidoscopes. This effect is sometimes referred to as “horror vacui”, Latin for “fear of empty space”, as such detailing fills an entire surface or artwork, leaving no room for negative space or unadorned passages. Ebullient patterning and dizzying complexity is a hallmark of Islamic art and architecture, of which the [Muqarnas Dome at Alhambra](/artwork/muqarnas-dome-hall-of-the-abencerrajes-palace-of-the-lions-alhambra) in Grenada, Spain, is an iconic example."
5601ac80726169029000008e,frontal-and-straight-on-perspective,http://artsy.net/gene/frontal-and-straight-on-perspective,Frontal and Straight-On Perspective,Overall Composition/Structure,
4e8f1aa004fef6000100177e,layered-images,http://artsy.net/gene/layered-images,Layered Images,Overall Composition/Structure,"Artworks with distinct overlays of visual imagery. This layering can be achieved both through the physical build up of translucent mediums (such as paint or glass), or the artist's composition. [Barbara Kruger's _Untitled (EVIL)_](/artwork/barbara-kruger-untitled-evil), for example, superimposes a seemingly benign image of a woman's face with a word that is anything but, while [Ryan McGinness](/artist/ryan-mcginness) layers graphic icons to create a jumbled mash-up of forms—""random access memories,"" as he calls them."
53456f42ebad64f3890003a9,long-distance-and-deep-distance,http://artsy.net/gene/long-distance-and-deep-distance,Long Distance and Deep Distance,Overall Composition/Structure,"In Chinese painting, “deep distance” describes a composition with a high horizon line and a cascading division of space into fore-, middle- and background. Prime examples include the work of Song Dynasty painter Guo Xi, who first employed the term, and [Xu Daoning](/artist/xu-daoning)’s nearly thousand-year-old _Fishing in a Mountain Stream_, which elevates the viewer, placing the fisherman in the context of a macro worldview. One strong parallel in Western art is the use of “cavalier perspective” in [Renaissance](/gene/renaissance) painting, a method of using a vanishing point to show sweeping views from above, as in [Giorgione](/artist/giorgione)’s _Adoration of the Shepherds_. Modern photographers such as [Andre Kertesz](/artist/andre-kertesz) and [Bill Brandt](/artist/bill-brandt) took pictures at extreme angles to capture long distance, such as in Kertesz’s _Clock of the Academie Francaise_. Today, artists use large-scale and aerial photography to capture macro-level views, suspending the viewer in the midst of overawing space."
5266fb898b3b81244d0002b4,panorama,http://artsy.net/gene/panorama,Panorama,Overall Composition/Structure,"The term “panorama” is understood today as an extended view of a location depicted in two dimensions, though it originated in the [18th century](/gene/18th-century) and meant something quite different. It referred to a particular type of [landscape](/gene/landscape) painting rendered inside large cylinders, which could be entered by viewers to become an encompassing viewing experience. Irish-born artist Robert Parker, who worked in Edinburgh, is credited with inventing (and patenting) this form, which became widely popular in the [19th century](/gene/19th-century)."
4ec078e67ae10a000100ca87,scattered-composition,http://artsy.net/gene/scattered-composition,Scattered Composition,Overall Composition/Structure,"Two- or three-dimensional works in which compositional elements or images seem to be distributed randomly. [Jackson Pollock](/artist/jackson-pollock) and other [Abstract Expressionist](/gene/abstract-expressionism) painters became well known in the 1940s and ’50s for such scattered, “allover” compositions, which were inspired by both the work of the [Surrealists](/gene/surrealism) and the experiments of [David Alfaro Siqueiros](/artist/david-alfaro-siqueiros). These compositions upended traditional means of organizing a work of art, often by employing the element of chance."
4e0ce73339bed00001005a59,symmetrical,http://artsy.net/gene/symmetrical,Symmetrical,Overall Composition/Structure,"Symmetrical artworks are those in which the entire work or certain elements within it include imagery that is reflected in a common axis. The current meaning of symmetry dates to the 17th century; earlier, since classical antiquity, the term _symmetria_ meant, more broadly, the correctness of measure and proportion. The most common types of symmetry in art are bilateral and rotational, and the expression of human interest in symmetry is considered highly anthropomorphic as the typical human body is more-or-less bilaterally symmetrical. Symmetry in art is commonly used to express harmony and balance, as well as hierarchies—conveyed through the power of the central axis or an individual element’s position within a symmetrical system."
4e0ce72639bed00001005a36,angular,http://artsy.net/gene/angular,Angular,"Overall Look, Shapes and Lines","Refers to two- and three-dimensional artworks characterized by the prevalence of acute angles. Such compositions are characteristic of abstract Western art of the 1910s and 1920s. However, early 20th-century [Cubist](/gene/cubism) painters such as [Georges Braque](/artist/georges-braque) and [Pablo Picasso](/artist/pablo-picasso) inserted sharp angles into figurative compositions that approached the brink of recognizable imagery, and prevalent angles have historically played some role in [figurative compositions](/gene/figurative-art) as well. Angular compositions have served artists in various ways. For example, for [El Lissitzky](/artist/el-lissitzky), they were a means of bridging painting and a utopian ideal of architecture and design. An interest in angular abstract compositions continues today, for instance, in the practices of abstract painters such as [Tomma Abts](/artist/tomma-abts)."
517eed481386d1fb350001e5,arabesque-slash-scroll,http://artsy.net/gene/arabesque-slash-scroll,Arabesque/Scroll,"Overall Look, Shapes and Lines","Describes objects or compositions characterized by a predominance of curling, scroll-shaped tendrils or winding curves, also called volutes, S-scrolls, or C-scrolls. The extent to which each of these forms is related, as well as the history of the term “arabesque,” is hotly debated among art historians. Arabesque has a specific meaning in [Islamic art](/gene/islamic-art-and-architecture), where it refers to the vegetal patterned surface decorations that flourished from the 10th to 15th centuries and adorned walls from Spain to Northern Africa, highly ornamented [calligraphy](/gene/arabic-slash-farsi-calligraphy), or intricate patterning on sculpture and other objects. Its meaning in other aesthetic traditions is less clear (some art historians argue that it should only be used to describe Islamic art). Starting in the late Renaissance in Europe, it was used nearly interchangeably with the terms “[grotesque](/gene/grotesque)” and “moresque” to describe complex, curvilinear patterning. By the [Rococo](/gene/rococo) period of the 17th century, the form had become extremely popular, and swooping S-scrolls in high relief adorned furniture, architectural elements, tableware, and other decorative objects. Arabesques and related scroll shapes appear in classical art and decoration, in Chinese art, and in contemporary art throughout the world. With their basis in mathematical principles of geometry and fluid definition, a straightforward lineage is difficult to ascertain."
4dcdf31b522d6e0001004007,biomorphic,http://artsy.net/gene/biomorphic,Biomorphic,"Overall Look, Shapes and Lines","Term applied to abstract forms that evoke living organisms, originally used to describe the sculptural shapes in works by such 1930s [Surrealist](/gene/surrealism) artists as [Joan Miró](/artist/joan-miro) and [Jean Arp](/artist/jean-arp).

 "
4e0ce8e387b7d10001004359,blurred,http://artsy.net/gene/blurred,Blurred,"Overall Look, Shapes and Lines","Category for two-dimensional artworks that include blurs—areas in which images are less distinct—in them. Abstract and figurative paintings and works on paper are included in this category, as are photographs, which constitute the majority of artworks of this description. Artists well known for their blurred imagery are [Francis Bacon](/artist/francis-bacon), [Edvard Munch](/artist/edvard-munch), and [Gerhard Richter](/artist/gerhard-richter). Photography is arguably the root of the widespread use of the blur in art (since blurs could not be readily isolated until its invention), and some of its earliest influence could be seen in the works of [Impressionists](/gene/impressionism) like [Claude Monet](artist/claude-monet) and [Camille Pissarro](/artist/camille-pissarro)."
4e0ce88687b7d10001004332,bulbous,http://artsy.net/gene/bulbous,Bulbous,"Overall Look, Shapes and Lines","A term applied to bulging, swollen or bulb-shaped forms and objects. One of the earliest known renderings of the human figure, the [Venus of Willendorf](/artwork/venus-of-willendorf), is one of the most often cited examples. Artists from [Peter Paul Rubens](/artist/peter-paul-rubens) to [Pablo Picasso](/artist/pablo-picasso) and [Fernando Botero](/artist/fernando-botero) have since experimented with hyper-rounded figures. Abstracted bulbous shapes as in the sculptures of [Jean Arp](/artist/jean-arp) and [Constantin Brancusi](/artist/constantin-brancusi) have also paved the way for a preponderance such forms in contemporary design, from the likes of [Maarten de Ceulaer](/artist/maarten-de-ceulaer) and [the Haas Brothers](/artist/the-haas-brothers)."
4dc7edffb1783b0001000239,calligraphic,http://artsy.net/gene/calligraphic,Calligraphic,"Overall Look, Shapes and Lines",Artworks that employ or resemble the lines of calligraphy.
529cbf227622dd06300000a1,columns-and-totems,http://artsy.net/gene/columns-and-totems,Columns and Totems,"Overall Look, Shapes and Lines","Tall, upright, and vertical sculptures and monuments. Historical examples include the many obelisks found in Egypt and triumphal columns scattered throughout the Roman empire, as well as the Washington Monument in Washington, D.C. Examples from modern and contemporary sculpture can be found in the works of [Constantin Brancusi](/artist/constantin-brancusi), [Louise Bourgeois](/artist/louise-bourgeois), and [John McCracken](/artist/john-mccracken)."
4e0ce70ee066dd0001003894,creased-slash-crinkled-slash-wrinkled,http://artsy.net/gene/creased-slash-crinkled-slash-wrinkled,Creased/Crinkled/Wrinkled,"Overall Look, Shapes and Lines",
5006ea727945430002000a46,curvilinear-forms,http://artsy.net/gene/curvilinear-forms,Curvilinear Forms,"Overall Look, Shapes and Lines","Objects characterized by curving lines and shapes, such as arcs or circles. Throughout history the circle has often been viewed as a symbol of perfection and completion, while the S-curve, named after the mathematical function from which it results, has been considered supremely beautiful, its gentle flow forming the basis of poses for figures since the Classical period. The 18th century English painter [William Hogarth](/artist/william-hogarth) developed an aesthetic theory around this so-called “Line of Beauty”, declaring it the liveliest of shapes, and included a depiction of it, carved in wood, in his self portrait of 1745. Important instances of curvilinear forms in the modern period include Brazilian architect [Oscar Niemeyer'](/artist/oscar-niemeyer)s sensuously curved futuristic buildings cast in concrete, and Frank Lloyd Wright's Solomon R. Guggenheim museum building in New York (1943), which spirals upward and outward from the base. While regular curvilinear forms appear to be created with mathematical precision, irregular ones may appear shaky, organic, or even biomorphic."
5489e02a72616955e3260000,divisionist,http://artsy.net/gene/divisionist,Divisionist,"Overall Look, Shapes and Lines","Divisionism, traditionally speaking, refers to the style developed by [Neo-Impressionist painters](/gene/neo-impressionism) in an effort to compose images through the use of small units of pigment (dots, dashes, etc.), with an emphasis on the optical effect that complementary colors placed near each other on the canvas would have on the eye. As a general technique of composing an image of semi-regularized “units,” divisionism has had a rich, varied afterlife, from [Giacomo Balla](/artist/giacomo-balla)’s carets of vivid color and [Roy Lichtenstein](/artist/roy-lichtenstein)’s replication of the newspaper printing technique of benday dots, to [Chuck Close](/artist/chuck-close)’s gridded portraits and the near-sculptural application of [Suh Jeong Min](/artist/suh-jeong/min)."
4e0ce7c687b7d100010042f6,dotted,http://artsy.net/gene/dotted,Dotted,"Overall Look, Shapes and Lines","Artworks that feature repeated small spots or circles. Arguably the most recognizable contemporary examples of this type of work are [Damien Hirst’s](/artist/damien-hirst) series of “Spot Paintings” and various works by [Pop](/gene/pop-art) artist [Roy Lichtenstein](/artist/roy-lichtenstein), in which he used the Ben-Day dot printing process (commonly used in comic books) in the realm of painting. In addition, spots or dots have been central to various other movements, such as [Op Art](/gene/op-art), [psychedelic art](/gene/psychedelic), and [Pointillism](/gene/pointillism), where a dotting technique was employed in order to provide a fuller range of color than traditional mixed-paint tones."
4d90d195dcdd5f44a50000bc,dynamism,http://artsy.net/gene/dynamism,Dynamism,"Overall Look, Shapes and Lines","_""We declare that the splendor of the world has been enriched by a new beauty: the beauty of speed. A racing automobile with its bonnet adorned with great tubes like serpents with explosive breath…a roaring motor car which seems to run on machine-gun fire, is more beautiful than the Victory of Samothrace.""  —F.T. Marinetti, ""The Futurist Manifesto"", 1909_

Dynamism, a term often tied to the Italian [Futurists](/gene/futurism), is applied to both abstract and figurative works that suggest movement and energy. Compositional turbulence, agitation, or frenetic energy might be apparent in abstract works, while figurative works in this vein contain morphing, receding, or emerging forms. For depictions of actual objects in motion, see [Movement](/gene/movement)."
5008096a9c81c00002000c15,fragmented-geometry,http://artsy.net/gene/fragmented-geometry,Fragmented Geometry,"Overall Look, Shapes and Lines","Fragmented planes, the explosion of linear perspective—this vision of the world put forth by [Pablo Picasso](/artist/pablo-picasso) and [Georges Braque](/artist/georges-braque), beginning around 1909, continues to inspire how contemporary artists render space and objects. Fragmented geometry in the [Cubist](/gene/cubism) works of Braque and Picasso turned physical space into a system of scaffolding, blurring the relationship of a figure and the space surrounding it and creating “faceted” planes. This breaking apart of solid volumes, an effect noted art historian Robert Rosenblum has described as a “house of cards,” is often seen as an expression of the uncertainty of modernity—also reflected in the non-linear narratives of modernist writers (in particular James Joyce and Virginia Woolf), the angular forms of modern architecture, or the fractured quality of modern music (as in the atonal compositions of Igor Stravinsky)."
51782eb93d56d494b00000cc,geometric,http://artsy.net/gene/geometric,Geometric,"Overall Look, Shapes and Lines","Artworks that foreground the precise rendering of lines, angles, and shapes. These works are dictated by the principles of Euclidean geometry, which favors straight lines and hard angles, often suggesting the use of tools like a straight-edge or compass. A focus on geometry was central to several abstract movements and tendencies of the 20th century, including [Constructivism](/gene/constructivism) and [Suprematism](/gene/suprematism), which originated in Russia; [Concrete Art](/gene/concrete-art) (which was founded in Europe in the 1930s but quickly took hold in Latin America); and the predominantly American 1960s practices of [hard-edged painting](/gene/hard-edged-1), [post-painterly abstraction](/gene/post-painterly-abstraction), and [Minimalism](/gene/minimalism)."
4e1b05137082620001000019,grid,http://artsy.net/gene/grid,Grid,"Overall Look, Shapes and Lines","A general category for both two- and three-dimensional artworks incorporating a grid or lattice structure in some fashion. Artworks with grids in them are most often abstract and are geometrically precise. The grid is usually associated with the work of 1960s Minimalist and Conceptual artists, such as [Sol LeWitt](/artist/sol-lewitt), [Carl Andre](/artist/carl-andre), and [Donald Judd](/artist/donald-judd), and was generally used to create an un-hierarchical composition, absent of traditional imagery or meaning."
4e5ff542e890b100010800ee,hard-edged-1,http://artsy.net/gene/hard-edged-1,Hard-Edged,"Overall Look, Shapes and Lines","A term originating in the late 1950s  for abstract paintings characterized by sharply defined geometric areas of flat colors conveying little or no depth, such as works by [Ellsworth Kelly](/artist/ellsworth-kelly), [Kenneth Noland](/artist/kenneth-noland), [Ad Reinhardt](/artist/ad-reinhardt), and [Barnett Newman](/artist/barnett-newman). In addition to historical paintings, this term can be used to describe the appearance of contemporary works as well as sculptures."
5238cc81c9dc24be750002ee,highly-ornamented,http://artsy.net/gene/highly-ornamented,Highly Ornamented,"Overall Look, Shapes and Lines","Works characterized by a high level of ornamentation. Ornamental elements are generally those that embellish some aspect of a work of art and so may be considered decorative. In architecture, ornament consists of non-structural elements such as floral carvings or decorative surface patterns; in medieval manuscripts painted decorations surrounding the text are examples of ornamentation. Though central to art throughout the ages and very present in the art of the last decade, in modern Western art, ornamentation has been often been dismissed as outdated or in poor taste. In a highly influential essay, “Ornament and Crime,” published in 1908, [Adolf Loos](/artist/adolf-loos) even aimed to purge ornament entirely from design and architecture, seeing is as a sign of cultural primitivism that stood in the way of modern utopia."
5006eae315cbf00002000aa9,irregular-curvilinear-forms,http://artsy.net/gene/irregular-curvilinear-forms,Irregular Curvilinear Forms,"Overall Look, Shapes and Lines","Works featuring rounded [geometric](/gene/geometric) forms (such as circles, ellipses, parabolas, and curves) that are executed with an irregular edge or line. This is most often meant to pronounce the presence of the artist’s hand and to distance the work’s creation from an automated or mechanical process."
5006ed1c6bf62a0002000c02,irregular-linear-forms,http://artsy.net/gene/irregular-linear-forms,Irregular Linear Forms,"Overall Look, Shapes and Lines","A term for artworks that emphasize the use of mostly straight lines and shapes, though drawn without the help of a straight-edge. These lines often reveal the gesture of the artist’s hand making them, and thus may appear blurred, bumpy, or imperfect, as in the work of [Paul Klee](/artist/paul-klee) or [Mark Rothko](/artist/mark-rothko)."
50870332a1b4cc000200070c,linear-forms,http://artsy.net/gene/linear-forms,Linear Forms,"Overall Look, Shapes and Lines","A term for artworks that foreground straight lines and discrete shapes as if drawn with a ruler, without indication of the artist’s hand. While lines demonstrating a mathematical precision and edge can be found in figurative works emphasizing linear perspective as well as classical architecture, such forms are generally found in abstract art, design, and architecture. Classic examples include paintings by [Piet Mondrian](/artist/piet-mondrian) or [Josef Albers](/artist/josef-albers), [Donald Judd](/artist/donald-judd)'s [Minimalist](/gene/minimalism) sculptures, or [Bauhaus](/gene/bauhaus) architecture."
50817b7741b88900020003c2,marbleized,http://artsy.net/gene/marbleized,Marbleized,"Overall Look, Shapes and Lines","Artworks or design objects whose entire surface, or parts within it, appear to be made out of polished [marble](/gene/marble). Throughout history, objects and walls of homes have been painted to look like marble; marbleizing was particularly popular in [Rome](/gene/roman-art), during the [Renaissance](/gene/renaissance), and in 19th-century Britain, where Thomas Kershaw was considered the most influential practitioner."
4e5ff554e890b10001082fa4,molecular-1,http://artsy.net/gene/molecular-1,Molecular,"Overall Look, Shapes and Lines","Used in describing artworks containing forms resembling molecules, atoms, or other microscopic particles. "
4e5ffebe1bb9170001001566,patterns,http://artsy.net/gene/patterns,Patterns,"Overall Look, Shapes and Lines","Patterns—designs composed of repeated motifs—shape the world around us; their arrangements are integral to art as much as nature. Patterns have played a key role in art throughout history, from Greek temple ornamentation, to the geometric and floral decoration of [Islamic art and architecture](/gene/islamic-art), to textiles from around the world. Since the 19th century, patterns—characteristically avoided by modern artists due to their connection to craft and functional objects—have been taken up by various movements to provide alternatives to the general thrust of modernism. For example, the [Pattern and Decoration](/gene/pattern-and-decoration) movement of the 1970s rejected the austere aesthetics of [Minimalism](/gene/minimalism) and [Conceptual Art](/gene/conceptual-art) through the use of extensive, allover ornamentation. In contemporary art, vibrant patterns appear in the works of [Damien Hirst](/artist/damien-hirst), [Phillip Taaffe](/artist/philip-taaffe), [Fred Tomaselli](/artist/fred-tomaselli), and [Sarah Morris](/artist/sarah-morris), among countless others.
"
4e60080e1bb91700010021ac,pixelated,http://artsy.net/gene/pixelated,Pixelated,"Overall Look, Shapes and Lines","Artworks and design objects that include some area(s) in which pixels are made intentionally visible. Pixels are the smallest components of images in computer graphics and digital photographs, akin to grain in traditional film."
4e0b9f1f87b7d10001000009,primary-abstraction,http://artsy.net/gene/primary-abstraction,Primary Abstraction,"Overall Look, Shapes and Lines","A general category for both contemporary and historical abstract works featuring basic shapes and colors and defying figurative associations, such as [Kasimir Malevich](/artist/kasimir-malevich)’s Suprematist paintings and [Minimalist](/gene/minimalism) works of the 1960s. "
4ddec5d92a06090001006217,psychedelic,http://artsy.net/gene/psychedelic,Psychedelic,"Overall Look, Shapes and Lines","Refers to art in which the “look” is based on psychedelic experiences that characteristically stem from the use of drugs like LSD, psilocybin, and mescaline."
50ac17272bd73983a0000654,radiating-lines,http://artsy.net/gene/radiating-lines,Radiating Lines,"Overall Look, Shapes and Lines",Art and design in which the overall composition is defined by radial stripes emanating from a single or multiple points.
4e0b9fddb0c2a40001000044,sparse,http://artsy.net/gene/sparse,Sparse,"Overall Look, Shapes and Lines",Markedly simple or unadorned.
5006eec215cbf00002000bc5,stained-glass-effect,http://artsy.net/gene/stained-glass-effect,Stained Glass Effect,"Overall Look, Shapes and Lines","The use of thick, dark lines to enclose planes of vivid color. This technique is most closely associated with Cloisonnism, a style of painting that emerged with [Post-Impressionism](/gene/post-impressionism) in the 1880s, most prominently in the work of [Émile Bernard](/artist/emile-bernard) and [Paul Gauguin](/artist/paul-gauguin). At this time the style was both radical and nostalgic—it brought together influences from both contemporary Japanese prints as well as Gothic art and architecture, abstracting three-dimensional forms to near-decorative, flat shapes. Its name derives from the historic “cloisonné” enameling technique, in which bands of metal are used to outline areas of uniform color. Today, [Julian Opie](/artist/julian-opie) exploits the potential of thick contour lines to create simplified, graphic compositions."
4ee110a00fe62200010010ff,striped,http://artsy.net/gene/striped,Striped,"Overall Look, Shapes and Lines","A general category for both two- and three-dimensional artworks incorporating stripes in some fashion. Striped artworks are most often abstract and geometrically precise. Although a major presence throughout art history (even dating to Medieval cathedrals), stripes are now most iconically associated with 1960s [Minimalist](/gene/minimalism) and [Conceptual](/gene/conceptual-art) artists like [Frank Stella](/artist/frank-stella), [Daniel Buren](/artist/frank-stella), [Sol LeWitt](/artist/sol-lewitt), or [Bridget Riley](/artist/bridget-riley), who often used stripes to create a nonhierarchical composition."
4ec079a77ae10a0001010268,tangled-forms,http://artsy.net/gene/tangled-forms,Tangled Forms,"Overall Look, Shapes and Lines","Two- and three-dimensional artworks that include (or are characterized by) closely meshed, overlapping, and typically curvilinear lines. Such forms may be in figurative art, as in the overlapping of serpent and muscular sinews in the Ancient Greek sculpture [_Laocoön and His Sons_](/artwork/hagesandros-polydoros-and-athanadoros-of-rhodes-laocoon-and-his-sons-as-restored-today-probably-the-original-or-a-roman-copy). They have also played a central role in the history of abstraction, including in Hiberno-Saxon designs such as those found in the 9th-century [_Book of Kells_](/artwork/chi-rho-iota-page-from-the-book-of-kells-matt-1-18), as well as in many instances of traditional [Islamic art and architecture](/gene/islamic-art-and-architecture. In the 20th century, abstract tangled forms have often appeared in abstract paintings by such artists as [Wassily Kandinsky](/artist/wassily-kandinsky), [Jackson Pollock](/artist/jackson-pollock), and [Brice Marden](/artist/brice-marden) and in scrap-metal sculptures by [John Chamberlain](/artist/john-chamberlain)."
500808453c585a0002000ae4,viscous-forms,http://artsy.net/gene/viscous-forms,Viscous Forms,"Overall Look, Shapes and Lines","Used mostly for three-dimensional sculptures and design objects that appear to be melting, oozing, or dripping. [Lynda Benglis](/artist/lynda-benglis)'s multicolored floor sculptures and [Jean Arp](/artist/jean-arp)'s fluid figurative forms fall into this category, as do various contemporary tables, chairs, and glass design objects."
5081759541b889000200022c,altered-and-substituted-canvases,http://artsy.net/gene/altered-and-substituted-canvases,Altered and Substituted Canvases,Painting/Drawing Technique,"_“While working on one of my perforated canvases, I do not want to make a painting: I want to open up space, create a new dimension for art . . . I have not attempted to decorate a surface but on the contrary I have tried to break its dimensional limitations.” —[Lucio Fontana](/artist/lucio-fontana)_

Since the 1950s, many artists working with canvas have used the medium to probe the fundaments not of paint on a support, but of the support itself. Some have explored the material properties of the support by perforating and slashing it (as did Fontana), twisting and contorting it (like Stephen Parreno), or replacing it entirely with everything from metallic foil to plastic. For Fontana, the alteration of a canvas in his ""Concetto Spaziale"" (spatial concept) series was a way to move beyond the picture plane and activate the space behind and around the work. German artist [Blinky Palermo](/artist/blinky-palermo)’s “Cloth Paintings” (produced between 1966-72) were made by sewing two different colors of cloth together and stretching them over a canvas, which for Palermo expressed the “spiritual presence of color.”"
50f07a28e9a3fe93ee00008f,caravaggesque,http://artsy.net/gene/caravaggesque,Caravaggesque,Painting/Drawing Technique,"Painted in the style of [Michelangelo Merisi da Caravaggio](/artist/michelangelo-merisi-da-caravaggio). Specifically, this means a highly realistic portrayal of figures, the focus on dramatic situations and subjects, and a high contrast of light and dark ([chiaroscuro](/gene/chiaroscuro))."
4d90d195dcdd5f44a50000bb,chiaroscuro,http://artsy.net/gene/chiaroscuro,Chiaroscuro,Painting/Drawing Technique,"The use of clear contrasts of light and dark to create effects like the volume and modeling of the subjects depicted. The term is usually applied to works that deploy these effects dramatically, such as the paintings of Caravaggio.
"
4dc7ee1332e67b000100013c,en-plein-air,http://artsy.net/gene/en-plein-air,En plein air,Painting/Drawing Technique,"French for ""in the open air,"" referring to painting done outdoors rather than in a studio. [Impressionists](/gene/impressionism) were the first to champion this practice, which they used primarily to capture the transient effects of light on a landscape"
4e03896fd5d7f60001003d07,gestural,http://artsy.net/gene/gestural,Gestural,Painting/Drawing Technique,"Used for paintings displaying an expressive or vigorous use of brushwork. Early examples of this type of mark-making are visible in the styles of Old Masters such as [Peter Paul Rubens](/artist/peter-paul-rubens), [El Greco](/artist/el-greco-domenikos-theotokopoulos), and [Eugène Delacroix](/artist/eugene-victor-ferdinand-delacroix-eugene-delacroix), and in the 19th-century movements of [Impressionism](/gene/impressionism) and Post-Impressionism, particularly the works of [Vincent Van Gogh](/artist/vincent-van-gogh). It also has a long history in East Asian ink-and-wash painting. Gestural qualities came to the forefront as painting moved towards abstraction in the early 20th century, in part as a means of distinguishing itself from photography; this can be seen in works by [Austrian and German Expressionists](/gene/austrian-and-german-expressionism), as well as in the Cubism of [Georges Braque](/artist/georges-braque). With [Abstract Expressionism](/gene/abstract-expressionism), gesture became the foremost element of painting, and critic Harold Rosenburg coined the term “action painting” to describe works by the likes of [Willem de Kooning](/artist/willem-de-kooning) and [Jackson Pollock](/artist/jackson-pollock). Gestural painting experienced another heyday in the 1980s, particularly with New York-based Neo-Expressionists like [Jean-Michel Basquiat](/artist/jean-michel-basquiat) and [Julian Schnabel](/artist/julian-schnabel), paralleled by the work of German artists [Georg Baselitz](/artist/georg-baselitz) and [Anselm Kiefer](/artist/anselm-kiefer)."
4e0ce90239bed00001005a85,hatching,http://artsy.net/gene/hatching,Hatching,Painting/Drawing Technique,"The use of closely rendered parallel lines—most often in [drawing](/gene/drawing) and [printmaking (/gene/prints)—to create shaded areas. Crosshatching is the practice of creating two overlapping areas of hatching, set at angles to each other, to create further differentiation in shading."
50a14b03509ee8ebb8000f7b,history-painting,http://artsy.net/gene/history-painting,History Painting,Painting/Drawing Technique,"A genre of [painting](/gene/painting) that was influential from the mid-[15th century](/gene/15th-century) through the [19th century](/gene/19th-century). A history painting was generally understood to depict an important event or action involving several people. These events could be historical, religious, mythical, or the stuff of fable. History painting was long considered to be the highest (and most challenging) genre of painting, due to its connection to powerful subject matter and its ability to educate the public in lofty themes and virtues. Before the 19th century, history painting was subject to certain requirements—as elucidated by [Joshua Reynolds](/artist/sir-joshua-reynolds), among others. While history painting’s popularity has waned, some [modern](/gene/modern) and [contemporary](/gene/contemporary-art) artists still engage with the genre, often attempting to update or revise its themes and styles."
