id,slug,gene name,gene family,description,automated?
505b5a9b930ad000020008e0,abstract-versus-figurative-art,Abstract versus Figurative Art,Styles and Movements,"_“There is no abstract art. You must always start with something. Afterward you can remove all traces of reality.” —[Pablo Picasso](/artist/pablo-picasso)_

Of all the art battles and debates of the 20th century, none has been as divisive as that between abstract and figurative art. With the emergence of [Cubism](/gene/cubism) and the movements and artists that followed it, as well as the writings of American critics like Clement Greenberg, the progression towards a non-objective abstraction (wherein no objects could be recognized) became the dominant story of modern art; in turn, figuration became discredited, labeled as retrograde and aligned with enemy politics (read: Communism and [Socialist Realism](/gene/socialist-realism), or the National Socialist dictate of figurative art). Yet in reality, for many artists throughout the 20th century and into the present day, the dividing line between abstraction and figuration was much more porous, leading these artists to create paintings and works on paper somewhere in between the two. In the immediate post-war period in Europe, [Francis Bacon](/artist/francis-bacon) walked what he called the “tightrope between abstraction and figuration” to ask existential questions about the image of man, while contemporary artists like [Cecily Brown](/artist/cecily-brown) continue the tradition of [Willem de Kooning](/artist/willem-de-kooning), pushing their figures even closer to complete abstraction.",FALSE
505cc045c15c5000020008fa,benin-art,Benin Art,Cultural and Religious Styles,"",TRUE
505cc1e6c15c500002000962,mende-art,Mende Art,Cultural and Religious Styles,"Art created by the Mende, one of the two largest ethnic groups in Sierra Leone. The Mende live in southern Sierra Leone and parts of Liberia, and are well known for their wooden [masks](/tag/mask), which are said to endow their wearers with spiritual power.",TRUE
505cbfa96bf589000200093e,yombe-art,Yombe Art,Cultural and Religious Styles,"",TRUE
505cc2a767ad450002000a23,oku-art,Oku Art,Cultural and Religious Styles,"",TRUE
50356575ab7498000200000c,contemporary-chinese-art,Contemporary Chinese Art,Styles and Movements,"Deng Xiaoping’s modernizing policies of the late 1970s offered artists more opportunities to learn about art from around the world, as well as the ability to work independently of state commission and the sanctioned [Socialist Realist](/gene/socialist-realism) style. A profusion of different styles and experimental tendencies subsequently emerged. [The Stars Group](/gene/the-stars-art-group-xing-xing), which included [Ai Weiwei](/artist/ai-weiwei), produced works spanning several different Western avant-garde styles, while the Xiamen Dada group created enigmatic works that subverted the logic of modernization. The ['85 New Wave](/gene/85-new-wave) culminated in the 1989 “China Avant-Garde” exhibition, which was shut down by the state after two days when [Xiao Lu](/artist/xiao-lu) shot a bullet into her own sculpture. The early 1990s saw the ascendancy of two styles that engaged in sharp cultural critiques: [Political Pop](/gene/political-pop) and [Cynical Realism](/gene/cynical-realism), as well as the performance-oriented [East Village movement](/gene/beijing-east-village) in Beijing. More recent movements include the [Post-70s Ego Generation](/gene/post-70s-ego-generation), which consists of young artists raised under China’s One Child policy who tend to take the self as subject rather than the collective. Many contemporary Chinese artists, however, such as [Cai Guo-Qiang](/artist/cai-guo-qiang) and Ai Weiwei most famously, continue to take broader social issues and traditions as the basis for their work.",TRUE
50356574ab74980002000008,post-war-american-art,Post-War American Art,Styles and Movements,"America emerged from World War II relatively unscathed, with an economy on the rise and an artist population inspired by the European avant-garde, many of whom had relocated to the U.S. While Europe began the process of dealing with immeasurable trauma, New York emerged as a center of artistic activity, challenging Paris as the center of the international art world. [Abstract Expressionism](/gene/abstract-expressionism) would emerge in the 1950s, followed by the rise of [Neo-Dada](/gene/neo-dada), [Pop](/gene/pop-art), [Minimalism](/gene/minimalism), and [Conceptual Art](/gene/conceptual-art), among many other movements over the next decade. Rather than a style or set of ideas, Post-war American Art merely defines a time period, and is most often by auction houses to refer to art created between 1945 and 1970 (differentiating from [Modern and Impressionist](/gene/modern-and-impressionist-art) before and Contemporary after.)",TRUE
5045159092999e0002000066,brutalism,Brutalism,Design Movements,"Brutalism, an architectural aesthetic based on the idea of ""honest"" construction, was practiced from the 1950s to the 1970s. Brutalist buildings are recognizable for their rough appearance, linear, fortresslike, and blocky construction, as well as their use of common, industrial materials such as steel, glass, brick, and, most characteristically, raw concrete. Additionally, many Brutalist structures' functional components (such as water tanks, electrical towers, and support pillars) are left exposed on the outside of the building. As an architectural philosophy, Brutalism was often associated with utopian socialist ideology. Completed in 1952, Le Corbusier’s Cité radieuse—a public housing complex in Marseille that was built under the premise that each resident should have the same amount of space and equal access to sunlight—is often cited as the initial inspiration for the Brutalist style. Criticism of the style centers around its cold appearance. Brutalist buildings are often also associated with urban decay since they were often built by governments with little money, subject to poor maintenance, and the raw concrete weathered poorly and was subject to vandalism.
",FALSE
5045166c0827c100020000b7,neo-plasticism,Neo-Plasticism,Styles and Movements,"_""The rhythm of relations of color and space makes the absolute appear."" —Piet Mondrian_

Term coined by Dutch abstract painter [Piet Mondrian](/artist/piet-mondrian) and used as the title for a collection of writings he published in 1919. Neo-Plasticism, which can be best described as a philosophy, attempted a total overhaul and purification of all art that had come before in its exclusive application of horizontal and vertical lines and primary colors, black, and white. Rejecting the individualistic, emotional tenor of the then dominant [German and Austrian Expressionism](/gene/austrian-and-german-expressionism), the style harnessed the power of the ""mutual relation of forms,"" which could express a spiritual, even transcendental harmony. The universal and lasting purity achieved at the intersection of horizontal and vertical acted as a hopeful opportunity for wholeness and redemption after the nightmare of World War One. And aesthetically, the pared-down essentialism and flat, geometric sensibility of Neo-Plasticism would, like [Constructivism](/gene/constructivism), prove significant across several mediums and movements, like [Bauhaus](/gene/bauhaus), [Concrete Art](/gene/concrete-art), [Purism](/gene/purism), and later American abstraction.",FALSE
504e5712b8fb02000200061a,portugal,Portugal,Geographic Regions,Artists who are from or who have lived in Portugal. ,TRUE
505cbfeb92a60b00020009a3,iban-art,Iban Art,Cultural and Religious Styles,"",TRUE
505cc072928fbf00020008ff,hopi-art,Hopi Art,Cultural and Religious Styles,"",TRUE
503d3ec1c8363c0002000262,ottoman-art,Ottoman Art,Cultural and Religious Styles,"",TRUE
504664d93187090002000114,artists-books,Artists’ Books,Medium and Techniques,"_“An art book is a museum without walls.” —André Malraux_

Artists' books span the range from sculptures in the form of pop-up books to artworks realized in a more traditional book format. The much-debated term, attributed to curator Diane Vanderlip in her 1973 exhibition “Artists’ Books” at the Moore College of Art in Philadelphia, emerged in a climate of social and political activism in the late 1960s and '70s, wherein artists viewed books as a democratizing medium in line with thinking about the dematerialization of the art object. Artists including [Sol Lewitt](/artist/sol-lewitt), [Ed Ruscha](/artist/ed-ruscha), and [Lawrence Weiner](/artist/lawrence-weiner) viewed their books as “alternative spaces” to display their artworks, much in the same vein as alternative exhibition spaces.",FALSE
504664c43187090002000111,pastel,Pastel,Medium and Techniques,"Pastel refers to a drawing tool made of colored powder molded into a stick. This inherently fragile chalky material produces rich and luminous colors of a particular softness. Pastels were in use as early as the 16th century, when artists such as [Leonardo da Vinci](/artist/leonardo-da-vinci) incorporated the material into preparatory drawings to add touches of coloring. During the 18th century pastels became a popular medium for works of portraiture, such as those by artists [Maurice Quentin de la Tour](/artist/maurice-quentin-de-la-tour) and [Jean-Siméon Chardin](/artist/jean-simeon-chardin). With a variable nature particularly suited for capturing motion, changes in light, and other fleeting effects, the medium was an ideal one for the [Impressionists](/gene/impressionism). [Edgar Degas](/artist/edgar-degas) widely experimented with pastels, sometimes adding water and other painting media including watercolor and gouache. In his depictions of ballerinas, he used pastels to convey the dancers’ diaphanous, fluttering costumes, illuminated by the glow of stage lights. 
",FALSE
505cc0af6bf589000200098a,papua-new-guinea-art,Papua New Guinea Art,Cultural and Religious Styles,"",TRUE
505cc3d86bf5890002000a13,yaka-art,Yaka Art,Cultural and Religious Styles,"",TRUE
507433d3cd92460002000cee,buddhist-art-and-architecture,Buddhist Art and Architecture,Cultural and Religious Styles,"",TRUE
505cc35d67ad450002000a42,guatemalan-art,Guatemalan Art,Cultural and Religious Styles,"",TRUE
506485437c58620002000441,antiquity-as-subject,Antiquity as Subject,Subject Matter,"Artworks that visually reference antiquity (Greek and Roman culture), from ruins like the Colosseum to idealized depictions of the human body, such as ancient sculptures of Venus. Importantly, in addition to the various Classicist movements throughout the ages, many other art movements—from Orientalism to [Surrealism](/gene/surrealism)—frequently pictured antiquity.",FALSE
507c4c8eb5f0450002001b55,floor-lamp,Floor Lamp,Furniture and Lighting,"Lighting that characteristically includes a heavy base and a long neck, upon which a light source is attached. Floor lamps are often installed near a couch or chair to provide light for reading.",FALSE
506c6b483445b40002000e2a,parties-and-celebrations,Parties and Celebrations,Subject Matter,"For centuries, art has been used to commemorate special events, such as coronations, important battles, and royal weddings. However, it was only in the 19th century that [Impressionist](/gene/impressionism) artists like [Pierre-Auguste Renoir](/artist/pierre-auguste-renoir) brought parties and celebrations of everyday people to the forefront, depicting the leisure activities of a new middle class. Ever since, artists have used multiple media to document religious, personal, political, and social festivities pulled from a broad spectrum of society. For example, [Judy Chicago](/artist/judy-chicago)’s _[The Dinner Party](/artwork/judy-chicago-the-dinner-party-1)_ famously reimagined the Last Supper (probably the most reproduced party in art history) as a get-together of women undervalued in history as a way to highlight and celebrate their accomplishments.",FALSE
507c4b55b5f0450002001b22,vase,Vase,"Tableware, Vessels, and Objects","A container that is deeper than it is wide, and which is either for decoration or for holding plants and flowers. Vases—and the paintings adorning them—are one of the principal ways in which we have learned about [Greek art](/gene/greek-art-and-architecture) and life, thanks to the ability of ceramics to withstand the test of time and the sheer quantity of these produced in Greek culture.
",TRUE
505cc39a6bf5890002000a07,mbole-art,Mbole Art,Cultural and Religious Styles,"",TRUE
5060a8f969b33a0002000102,western-zhou-dynasty,Western Zhou Dynasty,Cultural and Religious Styles,"",TRUE
5064838c78b81c00020004a1,the-afterlife,The Afterlife,Subject Matter,"The concept of the afterlife—a realm after death in which the deceased retain some form of existence—is central to the philosophy and religion of many pre-modern cultures and finds explicit manifestation in the artwork of such cultures. In ancient Greek and Roman funerary tombstones, the deceased are depicted in the company of living family members, a convention often interpreted to represent the continuing connection between the living and the dead and the possibility of reunion in the afterlife. In contemporary art, [Damien Hirst](/artist/damien-hirst)’s _Monument to the Living and the Dead and I Am Become Death, Shatterer of Worlds_ explore the fluid boundaries of existence between life and death. Rather than providing concrete depictions of the afterlife, Hirst’s works imply that mankind experiences a continually present living death. ",FALSE
5069c023d770f60002000595,venetian-school,Venetian School,Styles and Movements,"Denotes the thriving and distinctive artistic style of Venice from the last quarter of the 15th century to the mid-late 16th century pioneered by [Gentile](/artist/gentile-bellini) and [Giovanni Bellini](/artist/giovanni-bellini). While also yielding considerable political power, the Venetian school favored inventive use of color and the sensuous depiction of light and color over the rationality and primacy of line that characterized the [High Renaissance](/gene/high-renaissance) in the Florentine and Roman schools. Epitomized in the paintings of [Giorgione](/artist/giorgione), [Titian](/artist/tiziano-vecellio-called-titian), [Tintoretto](/artist/jacopo-robusti-called-jacopo-tintoretto), and Veronese, the _scuole_ punched up religious and classical subject matter with luminous nudes, dynamic compositions, and brilliant hues. Indeed, the forward-looking Venetian school was also responsible for the shift toward the now-dominant use of oil paint on canvas and wood panel as opposed to fresco wall painting, perhaps owing to the overwhelming humidity near the sea. The school's influence proved great stylistically, too: its pleasure-seeking, even poetic sensibility, which stood in contrast to the cool, studied quality of Italian [Mannerism](/gene/mannerism) paved the way for the melodramatic vividness of 17th century [Baroque](/gene/baroque).
",FALSE
5074a1e2e6df1f0002001ac2,19th-century-american-paintings-and-works-on-paper,19th Century American Paintings and Works on Paper,Styles and Movements,"The evolution of styles in 19th-century American art captured the development of the country itself—from young, rural republic to international superpower. Influenced by the [Romantics](/gene/romanticism), [Thomas Cole](/artist/thomas-cole) and the [Hudson River School](/gene/hudson-river-school) (the first homegrown American movement) celebrated nature and expanse in dramatic fashion in the early-mid century, their canvases an expression of American pride. Watercolor also gained new currency among serious painters, becoming a technique that would thrive in the last quarter of the century. By the 1860s and after the devastating Civil War, painters like [Winslow Homer](/artist/winslow-homer) and [Thomas Eakins](/artist/thomas-eakins) emphasized the dark and austere realism of everyday scenes in their work, responding also to the dominant style of European academies. This tradition of emulation continued in the 1870s and '80s with the [American Impressionists](/gene/american-impressionism), working outdoors to render hazy landscapes with broad brushwork. Likewise, [Tonalism](/gene/tonalism)—a progressive movement of transcendentalists—treated nature expressively, even mysteriously, with a spiritual underpinning. At the close of the century, artists brilliantly showcased the wealth and opulence of turn-of-the-century Gilded Age society, though they never entirely strayed from classically American outdoor scenes. From the richly textured portraits of [John Singer Sargent](/artist/john-singer-sargent) and stylized subjects of [James Abbott McNeill Whistler](/artist/james-abbott-mcneill-whistler), to Homer’s windswept landscapes, American art showcased both sophistication and the vast and fruitful American landscape.
",TRUE
507c4bfec51f290002001bd4,rug,Rug,Textiles,"",FALSE
507c4c35b5f0450002001b4a,lighting,Lighting,Furniture and Lighting,"Lighting has been a central concern in architecture and design since ancient times. While the use of natural light has always been an aspect of architectural practice, for thousands of years buildings considered the effects and uses of early forms of artificial lighting, such as candles, rushlights, and oil lamps. Developments in lighting saw rapid changes during the Industrial Revolution. Gas street lamps arrived in London in 1815; the electric arc lamp, made from two carbon electrodes, was developed in the early 19th century and first used at the Paris Opéra in 1844; and the Englishman Joseph Swan and American Thomas Edison developed the first incandescent electric lamps in 1878 and 1879, hugely increasing access to electrical lighting. Iconic lamp designs, such as those by [Tiffany Studios](/artist/tiffany-studios) and [Isamu Noguchi](/artist/isamu-noguchi), have become iconic, historical works. In the mid-20th century, fluorescent lighting was widely installed in offices and schools. In recent decades, energy conservation has been a major concern, leading to the continued development of more efficient technologies and designs.
",TRUE
5064a05b7c58620002000538,song-dynasty,Song Dynasty,Cultural and Religious Styles,"",TRUE
507479c1cd92460002001828,classical-mythology,Classical Mythology,Subject Matter,"Artworks that depict Greek and Roman mythology. Greek mythology, concerned largely with the lives of gods and heroic humans, has origins in oral tradition but was recorded by poets such as Homer, Sophocles, and Euripides. Roman mythology, which borrowed heavily from Greek predecessors, often dealt with myths of origin, social institutions, and human destiny; key poets included Virgil and Ovid and central stories include those of the She-Wolf of the Capitoline and the Rape of the Sabine Women. Mythological narratives were represented widely in Greek and Roman art, particularly in pottery, sculpture, and mosaics. The allegorical power of the widely known stories remained long after the decline of associated pagan religions, and overlaps between pagan and Christian imagery are visible in the tombs of the earliest Christians. While classical imagery was largely dormant in the Medieval period, it returned in full force in iconic Renaissance paintings and sculptures by the likes of [Botticelli](/artist/alessandro-filipepi-called-sandro-botticelli), [Titian](/artist/tiziano-vecellio-called-titian), and [Raphael](/artist/raphael-raffaello-sanzio-da-urbino) in Italy and [Albrecht Dürer](/artist/albrecht-durer) in Germany, all of whom sought to reconcile Christian piety with Classical thought. Subsequent painters who dealt regularly with classical themes included [Peter Paul Rubens](/artist/peter-paul-rubens) and [Nicolas Poussin](/artist/nicolas-poussin), and in 17th- and 18th-century academic painting, the use of classical stories was an esteemed technique. In the last two centuries, artists have treated classical myths with a great deal of flexibility, examples including [Gustave Moreau](/artist/gustave-moreau)'s Symbolist depictions, [Picasso](/artist/pablo-picasso)'s works concerning the Spanish Civil War, and [Romare Bearden](/artist/romare-bearden)'s retelling of classical stories with black subjects.
",FALSE
50786fb891f2b00002000478,caucasus,Caucasus,Geographic Regions,"Artists who are from or who have lived in the Caucasus region. While the definition of the Caucasus region is contested, it is generally considered to include the countries of Armenia, Azerbaijan, and Georgia (including its contested territories, Abkhazia, Nagorno-Karabakh, and South Ossetia, the statehood of which is partially recognized); as well as parts of northern Iran, northeastern Turkey and southwestern Russia.",TRUE
506486687ca2ea00020004ca,ceremonial-object,Ceremonial Object,"Antiquities, Artifacts, and Religious Objects","Objects created specifically to be used in a ceremony. Throughout history, various objects—both symbolic and those with a given function—have been central to religious and cultural events. These could be used to communicate with gods or goddesses; enable the participation of ancestors; or allow basic functions of a service to progress. Examples include types of vessels, masks, sculptures of deities, incense burners, and decorations and adornments on religious scrolls and books.",FALSE
50774c3be2910d00020004d3,american-mid-century-design,American Mid-Century Design,Design Movements,"From the end of World War II and into the mid-1960s, American Mid-Century design is characterized by the use of new materials, like plastic, and of organic shapes. Designers include Charles and Ray Eams, Edward Wormley, R. Buckminster Fuller, and Greta Magnusson Grossman.",FALSE
50784d5530de9800020010ee,israel,Israel,Geographic Regions,Artists who are from or who have lived in Israel. ,TRUE
507c4cdf623c020002001bf2,ceiling-light,Ceiling Light,Furniture and Lighting,"[Lighting](/gene/lighting) suspended from the ceiling, such as chandeliers, hanging lights, and hanging lamps. Wealthy homeowners in Europe, such as those seen in the _Arnolfini Wedding Portrait_ (1434) began installing chandeliers as of the 15th century. Silver chandeliers appeared in France and England from the 16th century, and in the 19th century, gas and electric lighting became available. As in all areas of design, the discovery of new materials and improvements in manufacturing technology in the 20th century allowed for great innovation in lighting.",FALSE
507c4d96623c020002001c08,flatware,Flatware,"Tableware, Vessels, and Objects","Forks, knives, spoons, or any utensils used for eating.",FALSE
505cc30ec15c500002000988,maranao-art,Maranao Art,Cultural and Religious Styles,"",TRUE
5077473b1b2a1100020004f2,mycenaean-art,Mycenaean Art,Cultural and Religious Styles,"",TRUE
506e389ed5ef4a0002000b06,bronze,Bronze,Materials,"Bronze, an alloy of copper, tin, and sometimes lead, has long been a favored medium for sculpture and decorative objects around the world. Craftsmen developed techniques for working with bronze in early civilizations in China, the Eastern Mediterranean, the Middle East, South Asia, and later in the Americas and West Africa. The period of widespread use of Bronze throughout Europe, from around 2500 and 800 B.C., has been coined ""the Bronze age."" In Greece around the 7th Century B.C., new casting techniques allowed for the creation of a large number of highly detailed, life-size sculptures, a tradition that was passed on to Rome. These developments paved the way for iconic works such as [Lorenzo Ghiberti](/artist/lorenzo-ghiberti)'s doors for the Florence Baptistry, [Donatello](/artist/donatello)'s _David_ (1440), and then the works of [Auguste Rodin](/artist/auguste-rodin), [Constantin Brancusi](/artist/constantin-brancusi), [Alberto Giacometti](/artist/constantin-brancusi), [Fernando Botero](/artist/fernando-botero), and [Louise Bourgeois](/artist/louise-bourgeois). Contemporary artists such as [Thomas Schütte](/artist/thomas-schutte) and [Kiki Smith](/artist/kiki-smith) continue to present new takes on the human form in bronze.",FALSE
507c48c4c9348a00020019ac,wood,Wood,Materials,"A general category for art and design works in which wood is a primary material. Wood is one of the oldest materials mankind has used to create objects, and the number of ways in which artists and craftsmen manipulate and incorporate the material is almost infinite. Various artists working today showcase its natural rawness in assemblages or as incorporated found objects, while others like [Tony Cragg](/artist/tony-cragg) sand and polish wood down so it becomes incredibly smooth and refined.",FALSE
507c4a2f024bd200020019a2,storage,Storage,Furniture and Lighting,"A term that can apply to a wide range of design objects, from classic modern shelving and cabinets to eclectic contemporary coat racks. Generally speaking, storage refers to a category of objects intended to organize, contain, or store other objects or items.
",FALSE
507c4cb0dbf32e00020019ef,table-lamp,Table Lamp,Furniture and Lighting,"Light sources that are meant to be placed on [tables](/gene/table). Contemporary lamps come in an endless variety, though the most common include a heavy base and a round tapered shade that covers the lightbulb.",FALSE
506110c6627f030002000534,contemporary-middle-eastern-and-north-african-art,Contemporary Middle Eastern and North African Art,Styles and Movements,"Art created in the Middle East and North Africa since roughly 1980. Given the region's incredible diversity and breadth, spanning from the Mediterranean to Iran, the category is necessarily general. Middle Eastern artists often work in contexts fraught with conflict, finding themselves in war zones or at the crossroads of tradition and rapid development. In many cases, due to censorship and other constraints, artists originally from the region now work in exile. These artists often call the West’s prevailing representations of the Middle East into question, as well as exploring their own dislocation from home. [Shirin Neshat](/artist/shirin-neshat-2), for example, makes allegorical films and photographs about fundamentalist Islam after the Iranian Revolution, while Emily Jacir and [Walid Raad](/artist/walid-raad) engage the subjective processes of remembering and documenting the histories of regions and peoples in conflict.",TRUE
50748cc457362b0002001aca,southeast-europe,Southeast Europe,Geographic Regions,"Artists who are from or who have lived in Southeast Europe, which includes Albania, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Kosovo, Macedonia, Montenegro, Serbia, and Slovenia.",TRUE
5075dfe34659e400020010f4,kushan-empire,Kushan Empire,Cultural and Religious Styles,"",TRUE
50774c67e410960002000503,american-studio-craft-movement,American Studio Craft Movement,Design Movements,"While the 1920s and '30s in the U.S. were marked by widespread mechanization and the industrial output of design, during the postwar period American designers began creating works that foregrounded historic craft methods and rejected mass-production. A major root of this rejection was the previous generation of European avant-gardes who came to the U.S. before and after WWII, many of whom (like [Josef](/artist/josef-albers) and [Anni Albers](/artist/anni-albers)) were educated at the Bauhaus and took up teaching posts at U.S. institutions like Black Mountain College and Cranbrook Art Academy. The period's financial prosperity allowed for this rejection of mass-production to happen—particularly training in applied arts (supported by the G.I. Bill) and the support of studios set up for one-of-a-kind object production. Notable figures in this movement include [George Nakashima](/artist/george-nakashima), [Wharton Esherick](/artist/wharton-esherick), and [Sam Maloof](/artist/sam-maloof).",FALSE
507c4682c9348a0002001960,chair,Chair,Furniture and Lighting,"The history of the chair is long and diverse, with distinct styles emerging in ancient Egypt, Greece, Rome, and China. In [Renaissance](/gene/renaissance) and [Baroque](/gene/baroque) Europe, designers of the most coveted chairs tended towards a great deal of embellishment. In the 19th century, designers sought out means of making more comfortable chairs for everyday use, and groups such as the [Arts and Crafts Movement](/gene/arts-and-crafts-movement) and the [Wiener Werkstätte](/artist/wiener-werkstatte) created simple, vernacular designs that could be more widely produced and obtained. In the 20th century, a number of iconic modernist styles of chair emerged, envisioned by designers such as [Marcel Breuer](/artist/marcel-breuer), [Charles and Ray Eames](/artist/charles-and-ray-eames), and [Gerrit Rietveld](/artist/gerrit-thomas-rietveld).",TRUE
507c4a05177a7a0002001afa,bed,Bed,Furniture and Lighting,"Beds—not depictions of them, in [paintings](/gene/painting) or [photographs](/gene/photography), but the physical objects. Beds could be functional, standalone items of [furniture](/gene/furniture); exquisitely designed [objects](/gene/design); or components of [sculptures](/gene/sculpture).",FALSE
50774701a748ae0002000516,minoan-art,Minoan Art,Cultural and Religious Styles,"",TRUE
50649fb47ca2ea00020005d7,east-asian-calligraphy,East Asian Calligraphy,Medium and Techniques,"",FALSE
50649fd87ca2ea00020005da,arabic-slash-farsi-calligraphy,Arabic/Farsi Calligraphy,Medium and Techniques,"While the exact date and location of the origin of Arabic writing is debated, the earliest evidence dates to the 6th century AD. The prophet Muhummad's revelations, which were recorded as the contents of the Qu'ran, occurred in the early part of the 7th century. During the spread of Islam in subsequent centuries, a legible script printed on parchment was essential for transporting and sharing the Qu'ran. In the 9th century, paper became the preferred medium, which led to the development of a more fluid, cursive script in place of the more angular style of the past; paper permitted not only the spread of religious texts, but also the publishing of large numbers of secular books. Farsi calligraphy reached its height around 1400 AD and was regularly used for poetry. While Arabic continued to be the language of sacred texts, Farsi was considered the language of highest literary merit, even as far away as the Ottoman and Mughal empires (present-day Turkey and India, respectively). Images of God were forbidden by the Qu'ran, and figurative art was often suspected of idolatry, so calligraphy is amongst the highest art forms in the Muslim world. Contemporary uses of calligraphy can be found in [Ghada Amer](/artist/ghada-amer)'s sculptures, [Shirin Neshat](/artist/shirin-neshat-2)'s photography, and [Shahzia Sikhander](/artist/shahzia-sikander)'s drawings and paintings.
",FALSE
507c47023dda300002001963,table,Table,Furniture and Lighting,"An item of [furniture](/gene/furniture) that features a flat top and legs, a pillar, or trestles. The earliest known tables existed in [Egypt](/gene/egypt) during the Fourth Dynasty. Until the 20th century, basic table designs were simple, featuring either a circular or rectangular design and legs or a single foot. The use of [metals](/gene/metal), plastics, and glass since the early 1900s has enabled tables to take an almost endless array of forms.",TRUE
507c49492ea57a00020018a8,armchair,Armchair,Furniture and Lighting,"A [chair](/gene/chair) with extensions at its sides to support a person’s arms. At a rectangular [table](/gene/table), an armchair is usually employed alongside [side chairs](/gene/side-chair). Armchairs are positioned at the heads of the table—and are traditionally for the more important or senior members of a group—while armchairs are positioned at the sides.",FALSE
507c499a024bd20002001986,dining-table,Dining Table,Furniture and Lighting,"",FALSE
506617db6988580002000080,yuan-dynasty,Yuan Dynasty,Cultural and Religious Styles,"",TRUE
507c49e3177a7a0002001aed,chaise-lounge,Chaise Lounge,Furniture and Lighting,"Chaise lounges—elongated chairs designed for reclining—go by many names, including _chaise longues_, long chairs, and daybeds. In the Victorian era, the chaise lounge became popular as a “fainting couch” for tightly-corseted women, and symbolized luxury and relaxation in the home. In collaboration with [Charlotte Perriand](/artist/charlotte-perriand) and [Pierre Jeanneret](/artist/pierre-jeanneret), the famed architect [Le Corbusier](/artist/le-corbusier) designed a modern version of the chaise lounge in 1928, which featured a sleek metal frame that could move up or down to meet the user’s preferences. The American duo [Charles and Ray Eames](/artist/charles-and-ray-eames) produced multiple chaise lounges, including the white fiberglass “La Chaise” (1948), the “Billy Wilder” napping couch (1968), and the ever-popular plywood and leather “Lounge Chair and Ottoman” (1956).",TRUE
507c4b2c2ea57a0002001915,bowl,Bowl,"Tableware, Vessels, and Objects","A round dish used for food, liquid, or ornamentation.",TRUE
5064837849bc8800020003f4,caricatures-and-parody,Caricatures and Parody,Subject Matter,"_“The caricaturist plays with the likeness of his victim, and distorts it to express just what he feels about his fellow man.” –E.H. Gombrich_

Caricatures exaggerate features of individuals for the purpose of humor, mockery or criticism. Related to caricature, parody is a narrative or literary device—as opposed to a type of visual depiction—that imitates an original work or set of conventions while distorting it to comic, satirical or critical effect. In Western art, parody can be traced back to ancient Greek drama, while caricature is generally considered to have emerged out of 16th-century carnivalesque culture and grotesque disfigurations of the human figure. Over the course of the late-18th and 19th centuries in Europe and the United States, caricatures circulated in the press and pamphlets often delivered pointed political or social commentary. [William Hogarth](/artist/william-hogarth), considered the father of English caricature, made light of English social mores in his paintings and prints of the late 1700s, and by the 1830s in France a publication devoted entirely to the form, _La Caricature_, provided a forum for [Honoré Daumier](/artist/honore-daumier)’s political drawings. These modes—in particular parody—have been of interest to late-20th-century artists in part because of their prevalence in culture at large, as the popularity of the mockumentary, satirical sketch comedy, lampoons, and spoofs attests.",FALSE
505cc37992a60b0002000a24,art-of-tonga,Art of Tonga,Cultural and Religious Styles,"",TRUE
507c48ff2ea57a00020018a0,furniture,Furniture,Furniture and Lighting,"A general category for functional design objects used in living and working spaces. The history of furniture, which spans virtually all cultures and time periods, reveals a tremendous variety of functions and styles. In France, for example, resplendent 17th-century court furniture by craftsman such as [André-Charles Boulle](/artist/andre-charles-boulle-the-elder-1) gave way to the stark simplicity and functionalism of 20th-century designs by the likes of [Jean Prouvé](/artist/jean-prouve) and [Charlotte Perriand](/artist/charlotte-perriand). While the modern Western home and office are strongly associated with items such as the couch and the desk, traditional Japanese interiors almost entirely lack freestanding furniture. In the 20th century, furniture design was an integral part of the modernist artistic practice of icons such as [Donald Judd](/artist/donald-judd) and [Isamu Noguchi](/artist/isamu-noguchi).",TRUE
507c497581f5960002001a71,side-chair,Side Chair,Furniture and Lighting,"A chair without arms, meant for the side of a [table](/gene/table). Chairs at the head of a table characteristically have arms.",FALSE
507c49bf177a7a0002001ae0,side-table,Side Table,Furniture and Lighting,"",FALSE
507c4b75b5f0450002001b2b,tray,Tray,"Tableware, Vessels, and Objects","Trays—not depictions of them, in [paintings](/gene/painting) or [photographs](/gene/photography), but the physical objects. Trays can be functional, standalone items; exquisitely designed objects; or components of [sculptures](/gene/sculpture).",TRUE
505cc2ef67ad450002000a2a,moche-art,Moche Art,Cultural and Religious Styles,"",TRUE
5075e00586203100020010ed,sui-dynasty,Sui Dynasty,Cultural and Religious Styles,"",TRUE
